matricula,cpf,curriculo,forma_ingresso,ano_ingresso,periodo_ingresso,reserva_vagas,forma_evasao,ano_evasao,periodo_evasao,evadiu_periodo,sexo,cor,tipo_ensino_medio,ano_nascimento,idade_ingresso,idade_evasao,media_vestibular,periodo_ingresso_concat,periodo_evasao_concat
900000012,00000001630,2017,SISU,2018,2,5,CANCELAMENTO POR ABANDONO,2019,1,2,Homem,Amarela,Somente escola pública,2000,18,19,5702,2018.2,2019.1
900000312,00000001631,2017,SISU,2018,1,,REGULAR,-1,0,-4038,Homem,Não declarada,,1999,19,-2000,62271,2018.1,-1
900002685,00000001632,1999,VESTIBULAR,2010,2,,REGULAR,-1,0,-4023,Homem,Branca,Somente escola privada,1983,27,-1984,6174,2010.2,-1
900001909,00000001633,1999,SISU,2014,2,,CANCELADO 3 REPROV MESMA DISCIPLINA,2012,1,-4,Homem,Parda,Somente escola privada,1991,23,21,6430,2014.2,2012.1
900000630,00000001634,1999,VESTIBULAR / ENEM,2013,1,,CANCELAMENTO POR ABANDONO,2014,1,3,Homem,Parda,Somente escola privada,1995,18,19,6291,2013.1,2014.1
900002747,00000001635,1999,VESTIBULAR / ENEM,2014,1,5,REGULAR,-1,0,-4030,Homem,Não declarada,,1995,19,-1996,6530,2014.1,-1
900002439,00000001636,1999,VESTIBULAR / ENEM,2012,2,,CANCELADO REPROVOU TODAS POR FALTAS,2008,2,-7,Homem,Parda,Somente escola pública,1992,20,16,5401,2012.2,2008.2
900001029,00000001637,1999,VESTIBULAR / ENEM,2012,1,,CANCELADO NOVO INGRESSO OUTRO CURSO,2015,1,7,Homem,Branca,Somente escola privada,1993,19,22,62428,2012.1,2015.1
900000283,00000001638,1999,VESTIBULAR,2008,1,,REGULAR,-1,0,-4018,Homem,Branca,Somente escola privada,1989,19,-1990,6492,2008.1,-1
900000483,00000001639,1999,VESTIBULAR / ENEM,2012,2,,GRADUADO,2019,2,15,Homem,Branca,Somente escola privada,1993,19,26,6256,2012.2,2019.2
900000443,00000001640,1999,VESTIBULAR,2010,1,,GRADUADO,2016,1,13,Homem,Parda,Somente escola privada,1991,19,25,6775,2010.1,2016.1
900001111,00000001641,1999,VESTIBULAR / ENEM,2014,1,3,REGULAR,-1,0,-4030,Homem,Branca,,1989,25,-1990,5791,2014.1,-1
900001333,00000001642,1999,VESTIBULAR / ENEM,2013,1,,CANCELADO REPROVOU TODAS POR FALTAS,2017,1,9,Homem,Parda,Somente escola pública,1995,18,22,5904,2013.1,2017.1
900001673,00000001643,2017,SISU,2018,1,3,GRADUADO,2017,1,-1,Homem,Preta,,1996,22,21,6278,2018.1,2017.1
900002667,00000001644,1999,VESTIBULAR / ENEM,2013,2,,CANCELADO NOVO INGRESSO MESMO CURSO,2012,2,-1,Homem,Branca,Somente escola privada,1995,18,17,64000,2013.2,2012.2
900000230,00000001645,1999,VESTIBULAR,2007,1,,REGULAR,-1,0,-4016,Homem,Não declarada,,1989,18,-1990,69819,2007.1,-1
900002065,00000001646,1999,SISU,2016,2,,GRADUADO,2017,1,2,Homem,Parda,Somente escola pública,1992,24,25,68465,2016.2,2017.1
900002688,00000001647,1999,VESTIBULAR,2009,2,,CANCELAMENTO POR ABANDONO,2019,1,20,Homem,Branca,Somente escola privada,1992,17,27,6230,2009.2,2019.1
900000057,00000001648,1999,SISU,2017,1,,REGULAR,-1,0,-4036,Homem,Branca,Somente escola privada,1996,21,-1997,6314,2017.1,-1
900001715,00000001649,1999,VESTIBULAR,2010,2,,CANCELADO REPROVOU TODAS POR FALTAS,2011,2,3,Homem,Não declarada,,1991,19,20,6673,2010.2,2011.2
900001379,00000001650,1999,SISU,2017,1,2,CANCELADO NOVO INGRESSO MESMO CURSO,2016,1,-1,Mulher,Branca,Somente escola pública,1999,18,17,5357,2017.1,2016.1
900001557,00000001651,1999,VESTIBULAR,2008,2,,GRADUADO,2014,1,12,Homem,Branca,Somente escola pública,1990,18,24,5894,2008.2,2014.1
900002273,00000001652,2017,SISU,2016,2,5,CANCELADO REPROVOU TODAS POR FALTAS,2015,2,-1,Homem,Branca,Somente escola privada,1997,19,18,6358,2016.2,2015.2
900000665,00000001653,1999,VESTIBULAR,2008,2,,GRADUADO,2020,1,24,Homem,Parda,Somente escola pública,1990,18,30,69118,2008.2,2020.1
900002800,00000001654,1999,VESTIBULAR,2006,1,,REGULAR,-1,0,-4014,Mulher,Branca,Somente escola privada,1988,18,-1989,65291,2006.1,-1
900002661,00000001655,2017,SISU,2020,1,2,CANCELADO 3 REPROV MESMA DISCIPLINA,2014,2,-10,Homem,Branca,Somente escola privada,1998,22,16,7072,2020.1,2014.2
900001923,00000001656,1999,VESTIBULAR,2006,1,,REGULAR,-1,0,-4014,Homem,Branca,Somente escola pública,1989,17,-1990,71867,2006.1,-1
900000492,00000001657,2017,SISU,2020,2,4,REGULAR,-1,0,-4043,Homem,Branca,,1995,25,-1996,72021,2020.2,-1
900001371,00000001658,1999,VESTIBULAR,2010,1,,CANCELAMENTO P/ SOLICITACAO ALUNO,2015,2,12,Homem,Branca,Somente escola privada,1993,17,22,6312,2010.1,2015.2
900002642,00000001659,1999,VESTIBULAR / ENEM,2012,2,,REGULAR,-1,0,-4027,Homem,Branca,Somente escola privada,1996,16,-1997,66273,2012.2,-1
900002389,00000001660,1999,VESTIBULAR / ENEM,2011,1,,CANCELADO NOVO INGRESSO MESMO CURSO,2012,1,3,Homem,Parda,Somente escola privada,1993,18,19,6433,2011.1,2012.1
900001112,00000001661,2017,SISU,2018,1,3,CANCELAMENTO P/ SOLICITACAO ALUNO,2019,1,3,Mulher,Parda,Somente escola pública,1995,23,24,64634,2018.1,2019.1
900000448,00000001662,2017,SISU,2018,2,2,REGULAR,-1,0,-4039,Homem,Branca,"Pública e privada, tendo ficado mais tempo em escola pública",1997,21,-1998,6452,2018.2,-1
900001321,00000001663,2017,SISU,2017,2,3,GRADUADO,2011,2,-11,Homem,Não declarada,Somente escola privada,1998,19,13,73258,2017.2,2011.2
900001796,00000001664,1999,SISU,2015,1,,CANCELADO NOVO INGRESSO MESMO CURSO,2013,1,-3,Homem,Parda,Somente escola privada,1996,19,17,6303,2015.1,2013.1
900000572,00000001665,2017,SISU,2018,2,,GRADUADO,2016,2,-3,Homem,Parda,Somente escola privada,1998,20,18,5534,2018.2,2016.2
900002372,00000001666,2017,SISU,2021,1,2,CANCELAMENTO POR ABANDONO,2014,1,-13,Homem,Parda,Somente escola privada,2003,18,11,66985,2021.1,2014.1
900002011,00000001667,2017,SISU,2017,2,,GRADUADO,2012,1,-10,Homem,Branca,,1998,19,14,5424,2017.2,2012.1
900001172,00000001668,2017,TRANSFERENCIA,2020,1,,GRADUADO,2011,2,-16,Homem,Branca,Somente escola privada,2000,20,11,66020,2020.1,2011.2
900002787,00000001669,2017,SISU,2021,1,4,REGULAR,-1,0,-4044,Homem,Parda,Somente escola pública,1985,36,-1986,6349,2021.1,-1
900001372,00000001670,2017,SISU,2016,2,,REGULAR,-1,0,-4035,Homem,Branca,Somente escola privada,1997,19,-1998,6437,2016.2,-1
900001582,00000001671,1999,VESTIBULAR,2008,2,,REGULAR,-1,0,-4019,Homem,Branca,Somente escola pública,1989,19,-1990,6507,2008.2,-1
900002633,00000001672,2017,SISU,2018,1,,REGULAR,-1,0,-4038,Homem,Branca,Somente escola privada,2000,18,-2001,6043,2018.1,-1
900001807,00000001673,1999,VESTIBULAR / ENEM,2012,1,,CANCELADO NOVO INGRESSO MESMO CURSO,2012,2,2,Homem,Branca,Somente escola pública,1985,27,27,64038,2012.1,2012.2
900001966,00000001674,2017,SISU,2019,2,4,GRADUADO,2018,2,-1,Homem,Não declarada,,1999,20,19,6061,2019.2,2018.2
900002545,00000001675,1999,VESTIBULAR,2009,1,,CANCELADO 3 REPROV MESMA DISCIPLINA,2012,2,8,Homem,Amarela,"Pública e privada, tendo ficado mais tempo em escola pública",1990,19,22,66184,2009.1,2012.2
900002313,00000001676,1999,VESTIBULAR / ENEM,2011,1,,CANCELADO 3 REPROV MESMA DISCIPLINA,2015,1,9,Homem,Parda,,1991,20,24,5460,2011.1,2015.1
900000633,00000001677,1999,VESTIBULAR,2007,1,,GRADUADO,2020,1,27,Mulher,Parda,Somente escola privada,1986,21,34,5493,2007.1,2020.1
900001220,00000001678,2017,TRANSFERENCIA,2018,2,,CANCELAMENTO POR ABANDONO,2013,2,-9,Homem,Branca,Somente escola privada,2000,18,13,5961,2018.2,2013.2
900002554,00000001679,2017,SISU,2019,2,2,GRADUADO,2012,1,-14,Homem,Branca,,1996,23,16,6913,2019.2,2012.1
900001182,00000001680,1999,VESTIBULAR / ENEM,2013,1,,REGULAR,-1,0,-4028,Homem,Preta,Somente escola pública,1986,27,-1987,6420,2013.1,-1
900001360,00000001681,1999,VESTIBULAR / ENEM,2011,1,,REGULAR,-1,0,-4024,Mulher,Branca,,1993,18,-1994,5452,2011.1,-1
900002539,00000001682,2017,SISU,2020,1,2,GRADUADO,2014,1,-11,Homem,Branca,Somente escola privada,2003,17,11,6594,2020.1,2014.1
900001208,00000001683,2017,SISU,2019,1,,GRADUADO,2015,1,-7,Homem,Amarela,Somente escola privada,1999,20,16,7069,2019.1,2015.1
900002005,00000001684,1999,VESTIBULAR,2010,1,,GRADUADO,2018,2,18,Homem,Branca,Somente escola privada,1986,24,32,62989,2010.1,2018.2
900001127,00000001685,1999,VESTIBULAR / ENEM,2011,1,,REGULAR,-1,0,-4024,Homem,Parda,Somente escola pública,1994,17,-1995,5518,2011.1,-1
900000075,00000001686,1999,VESTIBULAR,2010,2,,GRADUADO,2016,2,13,Homem,Preta,Somente escola privada,1990,20,26,63664,2010.2,2016.2
900001018,00000001687,1999,VESTIBULAR,2006,2,,GRADUADO,2015,2,19,Homem,Parda,Somente escola privada,1986,20,29,5554,2006.2,2015.2
900001535,00000001688,2017,SISU,2017,2,,CANCELADO REPROVOU TODAS POR FALTAS,2018,1,2,Homem,Indígena,Somente escola pública,1995,22,23,72596,2017.2,2018.1
900001428,00000001689,1999,VESTIBULAR / ENEM,2013,1,,GRADUADO,2012,1,-1,Mulher,Branca,Somente escola privada,1994,19,18,6661,2013.1,2012.1
900000455,00000001690,1999,VESTIBULAR / ENEM,2012,1,,CANCELADO NOVO INGRESSO MESMO CURSO,2017,1,11,Homem,Branca,"Pública e privada, tendo ficado mais tempo em escola pública",1996,16,21,575,2012.1,2017.1
900001502,00000001691,2017,SISU,2016,2,5,GRADUADO,2014,2,-3,Mulher,Parda,Somente escola privada,1996,20,18,65537,2016.2,2014.2
900000516,00000001692,1999,VESTIBULAR / ENEM,2012,1,,CANCELADO 3 REPROV MESMA DISCIPLINA,2014,2,6,Homem,Parda,Somente escola pública,1992,20,22,6129,2012.1,2014.2
900000980,00000001693,1999,VESTIBULAR / ENEM,2011,2,,CANCELADO 3 REPROV MESMA DISCIPLINA,2015,2,9,Homem,Parda,Somente escola privada,1988,23,27,76948,2011.2,2015.2
900002666,00000001694,2017,SISU,2019,1,2,CANCELADO NOVO INGRESSO MESMO CURSO,2013,2,-10,Homem,Branca,,2001,18,12,6230,2019.1,2013.2
900000710,00000001695,1999,VESTIBULAR,2010,1,,CANCELADO NOVO INGRESSO MESMO CURSO,2015,2,12,Homem,Não declarada,,1991,19,24,69775,2010.1,2015.2
900001449,00000001696,2017,SISU,2020,1,,CANCELADO REPROVOU TODAS POR FALTAS,2014,2,-10,Homem,Não declarada,,2004,16,10,7370,2020.1,2014.2
900002347,00000001697,2017,SISU,2017,1,,REGULAR,-1,0,-4036,Homem,Parda,Somente escola pública,1997,20,-1998,6633,2017.1,-1
900001716,00000001698,1999,VESTIBULAR,2009,1,,CANCELADO REPROVOU TODAS POR FALTAS,2020,1,23,Homem,Branca,Somente escola privada,1985,24,35,6754,2009.1,2020.1
900002074,00000001699,1999,VESTIBULAR / ENEM,2011,2,,GRADUADO,2016,1,10,Homem,Amarela,"Pública e privada, tendo ficado mais tempo em escola pública",1989,22,27,70394,2011.2,2016.1
900001563,00000001700,2017,SISU,2018,1,9,GRADUADO,2017,1,-1,Homem,Branca,Somente escola pública,1991,27,26,45925,2018.1,2017.1
900002592,00000001701,1999,VESTIBULAR,2009,1,,REGULAR,-1,0,-4020,Homem,Branca,Somente escola pública,1992,17,-1993,63303,2009.1,-1
900002818,00000001702,2017,REOPCAO,2020,1,,CANCELAMENTO POR ABANDONO,2014,1,-11,Homem,Branca,Somente escola privada,2002,18,12,50,2020.1,2014.1
900001865,00000001703,1999,VESTIBULAR,2009,1,,REGULAR,-1,0,-4020,Mulher,Parda,Somente escola pública,1985,24,-1986,5956,2009.1,-1
900000549,00000001704,2017,SISU,2018,2,5,CANCELADO NOVO INGRESSO MESMO CURSO,2015,1,-6,Homem,Parda,Somente escola privada,2001,17,14,6660,2018.2,2015.1
900001593,00000001705,2017,SISU,2017,1,4,REGULAR,-1,0,-4036,Homem,Branca,Somente escola privada,1996,21,-1997,6658,2017.1,-1
900000066,00000001706,2017,SISU,2017,2,,CANCELAMENTO POR ABANDONO,2015,1,-4,Homem,Parda,Somente escola pública,1992,25,23,5990,2017.2,2015.1
900000808,00000001707,1999,VESTIBULAR / ENEM,2012,1,,GRADUADO,2019,2,16,Homem,Branca,Somente escola privada,1993,19,26,5422,2012.1,2019.2
900001462,00000001708,2017,SISU,2016,2,4,GRADUADO,2019,1,6,Homem,Parda,Somente escola privada,1998,18,21,6187,2016.2,2019.1
900000495,00000001709,2017,SISU,2021,1,,CANCELADO REPROVOU TODAS POR FALTAS,2014,2,-12,Homem,Branca,Somente escola privada,2002,19,12,6378,2021.1,2014.2
900000388,00000001710,2017,REOPCAO,2012,2,,CANCELADO NOVO INGRESSO MESMO CURSO,2016,2,9,Homem,Parda,Somente escola pública,1983,29,33,59685,2012.2,2016.2
900000930,00000001711,2017,SISU,2020,1,5,CANCELADO NOVO INGRESSO MESMO CURSO,2011,1,-17,Homem,Branca,Somente escola privada,2003,17,8,63624,2020.1,2011.1
900000427,00000001712,1999,SISU,2016,1,4,CANCELADO REPROVOU TODAS POR FALTAS,2017,2,4,Homem,Parda,Somente escola pública,1994,22,23,5990,2016.1,2017.2
900000181,00000001713,1999,VESTIBULAR / ENEM,2011,2,,CANCELADO REPROVOU TODAS POR FALTAS,2019,2,17,Mulher,Parda,Somente escola pública,1992,19,27,66969,2011.2,2019.2
900000513,00000001714,1999,SISU,2015,2,4,REGULAR,-1,0,-4033,Homem,Branca,Somente escola pública,1997,18,-1998,77260,2015.2,-1
900000819,00000001715,2017,SISU,2015,2,,CANCELADO 3 REPROV MESMA DISCIPLINA,2012,1,-6,Homem,Parda,"Pública e privada, tendo ficado mais tempo em escola privada",1996,19,16,5580,2015.2,2012.1
900000712,00000001716,1999,VESTIBULAR / ENEM,2013,1,,CANCELADO 3 REPROV MESMA DISCIPLINA,2012,2,0,Homem,Não declarada,,1995,18,17,7050,2013.1,2012.2
900001491,00000001717,2017,SISU,2020,2,5,REGULAR,-1,0,-4043,Homem,Parda,Somente escola privada,2000,20,-2001,65535,2020.2,-1
900000129,00000001718,1999,SISU,2014,2,,CANCELADO REPROVOU TODAS POR FALTAS,2013,1,-2,Homem,Parda,Somente escola pública,1995,19,18,6310,2014.2,2013.1
900001431,00000001719,1999,VESTIBULAR,2006,2,,CANCELADO 3 REPROV MESMA DISCIPLINA,2012,2,13,Homem,Parda,,1987,19,25,62170,2006.2,2012.2
900000772,00000001720,2017,SISU,2021,1,4,GRADUADO,2016,1,-9,Homem,Branca,Somente escola privada,2001,20,15,63634,2021.1,2016.1
900001243,00000001721,2017,SISU,2016,1,,CANCELAMENTO POR ABANDONO,2008,1,-15,Homem,Branca,Somente escola privada,1987,29,21,63319,2016.1,2008.1
900001493,00000001722,1999,SISU,2016,1,,GRADUADO,2019,1,7,Homem,Branca,Somente escola pública,1991,25,28,63977,2016.1,2019.1
900000132,00000001723,1999,VESTIBULAR,2010,1,,GRADUADO,2017,1,15,Mulher,Parda,Somente escola privada,1991,19,26,6273,2010.1,2017.1
900001798,00000001724,2017,SISU,2018,2,3,CANCELAMENTO POR ABANDONO,2011,2,-13,Homem,Branca,Somente escola privada,2000,18,11,5644,2018.2,2011.2
900000532,00000001725,2017,SISU,2017,1,3,REGULAR,-1,0,-4036,Mulher,Parda,Somente escola pública,1998,19,-1999,74972,2017.1,-1
900000294,00000001726,2017,SISU,2018,1,,CANCELADO 3 REPROV MESMA DISCIPLINA,2012,1,-11,Homem,Parda,Somente escola privada,1998,20,14,48337,2018.1,2012.1
900001426,00000001727,1999,VESTIBULAR / ENEM,2013,2,5,CANCELAMENTO POR ABANDONO,2013,1,0,Homem,Branca,Somente escola pública,1993,20,20,65912,2013.2,2013.1
900000047,00000001728,1999,VESTIBULAR / ENEM,2011,1,,GRADUADO,2019,1,17,Homem,Branca,Somente escola pública,1992,19,27,547,2011.1,2019.1
900001427,00000001729,1999,VESTIBULAR / ENEM,2013,2,,REGULAR,-1,0,-4029,Homem,Parda,Somente escola pública,1991,22,-1992,74841,2013.2,-1
900002812,00000001730,1999,VESTIBULAR / ENEM,2012,2,,CANCELADO 3 REPROV MESMA DISCIPLINA,2015,1,6,Homem,Não declarada,,1994,18,21,,2012.2,2015.1
900001388,00000001731,1999,SISU,2016,1,5,REGULAR,-1,0,-4034,Mulher,Branca,Somente escola privada,1990,26,-1991,59596,2016.1,-1
900000392,00000001732,2017,SISU,2017,1,3,REGULAR,-1,0,-4036,Homem,Branca,Somente escola privada,1999,18,-2000,,2017.1,-1
900001197,00000001733,1999,VESTIBULAR,2009,1,,REGULAR,-1,0,-4020,Homem,Branca,Somente escola pública,1988,21,-1989,6337,2009.1,-1
900002745,00000001734,1999,VESTIBULAR / ENEM,2014,1,,REGULAR,-1,0,-4030,Homem,Branca,Somente escola privada,1996,18,-1997,,2014.1,-1
900000069,00000001735,1999,TRANSFERENCIA,2012,1,,GRADUADO,2020,1,17,Homem,Branca,Somente escola pública,1991,21,29,,2012.1,2020.1
900002518,00000001736,2017,SISU,2018,2,4,GRADUADO,2012,2,-11,Homem,Parda,Somente escola privada,1993,25,19,6158,2018.2,2012.2
900002746,00000001737,1999,VESTIBULAR,2009,1,,CANCELADO NOVO INGRESSO MESMO CURSO,2013,2,10,Homem,Parda,Somente escola privada,1991,18,22,61496,2009.1,2013.2
900002811,00000001738,2017,SISU,2021,1,2,CANCELADO NOVO INGRESSO OUTRO CURSO,2014,2,-12,Homem,Não declarada,,1999,22,15,5360,2021.1,2014.2
900000411,00000001739,2017,SISU,2019,2,2,REGULAR,-1,0,-4041,Homem,Branca,Somente escola privada,1989,30,-1990,,2019.2,-1
900001128,00000001740,1999,VESTIBULAR / ENEM,2011,2,,GRADUADO,2019,2,17,Homem,Parda,Somente escola pública,1992,19,27,6447,2011.2,2019.2
900002523,00000001741,2017,SISU,2020,2,4,CANCELAMENTO P/ MUDANCA CURSO,2009,1,-22,Mulher,Parda,Somente escola privada,2001,19,8,70409,2020.2,2009.1
900001307,00000001742,1999,VESTIBULAR,2010,1,,REGULAR,-1,0,-4022,Mulher,Não declarada,Somente escola privada,1993,17,-1994,5830,2010.1,-1
900000983,00000001743,1999,VESTIBULAR / ENEM,2014,1,,GRADUADO,2013,1,-1,Homem,Não declarada,,1996,18,17,6441,2014.1,2013.1
900001207,00000001744,1999,VESTIBULAR / ENEM,2012,1,,REGULAR,-1,0,-4026,Homem,Branca,Somente escola privada,1992,20,-1993,6053,2012.1,-1
900000260,00000001745,1999,VESTIBULAR,2009,2,,CANCELAMENTO POR ABANDONO,2013,1,8,Homem,Preta,Somente escola pública,1992,17,21,5708,2009.2,2013.1
900002694,00000001746,1999,VESTIBULAR / ENEM,2011,2,,CANCELADO 3 REPROV MESMA DISCIPLINA,2019,1,16,Homem,Não declarada,,1984,27,35,60554,2011.2,2019.1
900000496,00000001747,1999,SISU,2016,2,5,REGULAR,-1,0,-4035,Homem,Parda,Somente escola pública,1998,18,-1999,67352,2016.2,-1
900000450,00000001748,1999,VESTIBULAR,2010,1,,CANCELADO 3 REPROV MESMA DISCIPLINA,2012,2,6,Homem,Branca,Somente escola pública,1989,21,23,6105,2010.1,2012.2
900000344,00000001749,2017,SISU,2017,1,4,CANCELADO NOVO INGRESSO MESMO CURSO,2013,2,-6,Homem,Parda,Somente escola privada,1997,20,16,,2017.1,2013.2
900000589,00000001750,2017,SISU,2020,1,,GRADUADO,2017,1,-5,Mulher,Parda,Somente escola pública,1999,21,18,,2020.1,2017.1
900001178,00000001751,1999,VESTIBULAR,2010,2,,REGULAR,-1,0,-4023,Homem,Parda,Somente escola pública,1990,20,-1991,71177,2010.2,-1
900001312,00000001752,1999,VESTIBULAR,2010,2,,CANCELADO 3 REPROV MESMA DISCIPLINA,2018,1,16,Homem,Branca,,1994,16,24,6648,2010.2,2018.1
900001389,00000001753,2017,SISU,2020,1,4,CANCELADO 3 REPROV MESMA DISCIPLINA,2015,2,-8,Homem,Não declarada,,1992,28,23,60405,2020.1,2015.2
900001779,00000001754,2017,TRANSFERENCIA,2018,2,,GRADUADO,2018,2,1,Homem,Parda,,1997,21,21,69055,2018.2,2018.2
900002478,00000001755,2017,SISU,2018,2,4,GRADUADO,2016,1,-4,Homem,Preta,Somente escola pública,1991,27,25,5400,2018.2,2016.1
900002611,00000001756,2017,SISU,2021,1,,CANCELAMENTO P/ SOLICITACAO ALUNO,2015,1,-11,Homem,Parda,Somente escola pública,1999,22,16,5427,2021.1,2015.1
900000881,00000001757,1999,VESTIBULAR,2006,2,,CANCELADO NOVO INGRESSO OUTRO CURSO,2015,2,19,Homem,Branca,Somente escola privada,1979,27,36,5862,2006.2,2015.2
900001253,00000001758,1999,VESTIBULAR,2010,2,,CANCELAMENTO P/ SOLICITACAO ALUNO,2018,1,16,Homem,Branca,Somente escola privada,1993,17,25,63577,2010.2,2018.1
900002009,00000001759,1999,VESTIBULAR / ENEM,2011,2,,GRADUADO,2019,2,17,Homem,Preta,Somente escola privada,1994,17,25,5244,2011.2,2019.2
900000229,00000001760,1999,VESTIBULAR / ENEM,2013,1,,CANCELADO NOVO INGRESSO MESMO CURSO,2015,1,5,Homem,Branca,Somente escola pública,1994,19,21,6421,2013.1,2015.1
900001118,00000001761,2017,SISU,2020,2,3,CANCELADO 3 REPROV MESMA DISCIPLINA,2013,1,-14,Mulher,Parda,Somente escola pública,2002,18,11,6963,2020.2,2013.1
900000086,00000001762,1999,VESTIBULAR,2008,2,,REGULAR,-1,0,-4019,Mulher,Não declarada,Somente escola pública,1990,18,-1991,5585,2008.2,-1
900001247,00000001763,2017,TRANSFERENCIA,2015,1,,CANCELADO NOVO INGRESSO MESMO CURSO,2020,1,11,Mulher,Amarela,Somente escola pública,1990,25,30,6323,2015.1,2020.1
900001445,00000001764,1999,VESTIBULAR / ENEM,2013,2,,CANCELADO NOVO INGRESSO OUTRO CURSO,2019,2,13,Homem,Não declarada,,1996,17,23,6306,2013.2,2019.2
900000804,00000001765,1999,VESTIBULAR,2010,2,,CANCELAMENTO POR ABANDONO,2015,2,11,Homem,Não declarada,,1988,22,27,,2010.2,2015.2
900000908,00000001766,1999,VESTIBULAR / ENEM,2012,1,,REGULAR,-1,0,-4026,Homem,Branca,Somente escola pública,1990,22,-1991,7061,2012.1,-1
900002402,00000001767,1999,VESTIBULAR / ENEM,2014,1,,GRADUADO,2020,1,13,Homem,Parda,Somente escola pública,1996,18,24,61533,2014.1,2020.1
900000777,00000001768,1999,VESTIBULAR,2010,2,,CANCELADO REPROVOU TODAS POR FALTAS,2014,1,8,Homem,Branca,"Pública e privada, tendo ficado mais tempo em escola privada",1993,17,21,6870,2010.2,2014.1
900001596,00000001769,2017,SISU,2020,1,5,REGULAR,-1,0,-4042,Homem,Preta,"Pública e privada, tendo ficado mais tempo em escola privada",1998,22,-1999,6327,2020.1,-1
900001326,00000001770,1999,TRANSFERENCIA,2017,1,,CANCELAMENTO P/ SOLICITACAO ALUNO,2012,2,-8,Homem,Parda,Somente escola privada,1996,21,16,6436,2017.1,2012.2
900000702,00000001771,2017,SISU,2016,1,4,REGULAR,-1,0,-4034,Homem,Branca,,1996,20,-1997,61174,2016.1,-1
900002509,00000001772,2017,SISU,2021,1,3,GRADUADO,2019,2,-2,Homem,Parda,Somente escola pública,2001,20,18,6318,2021.1,2019.2
900001572,00000001773,2017,SISU,2019,1,4,CANCELADO REPROVOU TODAS POR FALTAS,2015,2,-6,Homem,Parda,Somente escola privada,2002,17,13,6743,2019.1,2015.2
900001914,00000001774,1999,VESTIBULAR / ENEM,2011,1,,CANCELAMENTO P/ SOLICITACAO ALUNO,2012,2,4,Homem,Branca,Somente escola privada,1993,18,19,6570,2011.1,2012.2
900001509,00000001775,1999,VESTIBULAR / ENEM,2014,1,,CANCELAMENTO POR ABANDONO,2010,1,-7,Mulher,Branca,Somente escola privada,1996,18,14,6705,2014.1,2010.1
900000793,00000001776,2017,SISU,2017,2,,CANCELADO NOVO INGRESSO MESMO CURSO,2012,1,-10,Homem,Preta,,1999,18,13,5389,2017.2,2012.1
900001444,00000001777,1999,SISU,2014,2,5,GRADUADO,2017,2,7,Mulher,Branca,,1992,22,25,7408,2014.2,2017.2
900000257,00000001778,1999,SISU,2015,1,4,CANCELAMENTO P/ SOLICITACAO ALUNO,2019,2,10,Homem,Branca,Somente escola privada,1996,19,23,6496,2015.1,2019.2
900001103,00000001779,2017,SISU,2019,1,,REGULAR,-1,0,-4040,Homem,Preta,Somente escola pública,2000,19,-2001,5677,2019.1,-1
900002090,00000001780,1999,VESTIBULAR / ENEM,2014,1,,REGULAR,-1,0,-4030,Homem,Preta,Somente escola privada,1992,22,-1993,71826,2014.1,-1
900002816,00000001781,1999,VESTIBULAR / ENEM,2012,2,,CANCELAMENTO POR ABANDONO,2015,2,7,Homem,Parda,Somente escola privada,1985,27,30,66248,2012.2,2015.2
900001813,00000001782,1999,VESTIBULAR,2006,2,,GRADUADO,2019,1,26,Homem,Não declarada,Somente escola privada,1987,19,32,70284,2006.2,2019.1
900002540,00000001783,2017,SISU,2018,1,,CANCELADO REPROVOU TODAS POR FALTAS,2014,2,-6,Mulher,Não declarada,,2000,18,14,62966,2018.1,2014.2
900002341,00000001784,1999,SISU,2015,1,,GRADUADO,2012,2,-4,Mulher,Branca,Somente escola pública,1994,21,18,6674,2015.1,2012.2
900000263,00000001785,2017,SISU,2018,1,5,REGULAR,-1,0,-4038,Homem,Amarela,Somente escola privada,2000,18,-2001,5461,2018.1,-1
900001383,00000001786,1999,VESTIBULAR,2010,1,,REGULAR,-1,0,-4022,Homem,Parda,Somente escola pública,1989,21,-1990,6018,2010.1,-1
900002097,00000001787,2017,TRANSFERENCIA,2019,2,,REGULAR,-1,0,-4041,Homem,Branca,Somente escola pública,1998,21,-1999,6111,2019.2,-1
900000984,00000001788,1999,VESTIBULAR / ENEM,2011,2,,GRADUADO,2011,1,0,Homem,Parda,Somente escola pública,1991,20,20,68935,2011.2,2011.1
900001190,00000001789,1999,VESTIBULAR,2010,2,,CANCELADO 3 REPROV MESMA DISCIPLINA,2017,1,14,Homem,Parda,Somente escola pública,1991,19,26,6454,2010.2,2017.1
900000846,00000001790,2017,VESTIBULAR / ENEM,2013,2,,REGULAR,-1,0,-4029,Homem,Parda,,1997,16,-1998,65866,2013.2,-1
900000945,00000001791,2017,SISU,2020,2,2,CANCELADO REPROVOU TODAS POR FALTAS,2014,2,-11,Homem,Branca,Somente escola pública,1986,34,28,649,2020.2,2014.2
900002224,00000001792,1999,VESTIBULAR,2008,1,,GRADUADO,2016,1,17,Homem,Branca,Somente escola privada,1990,18,26,6409,2008.1,2016.1
900002695,00000001793,1999,VESTIBULAR / ENEM,2011,2,,REGULAR,-1,0,-4025,Homem,Parda,Somente escola pública,1990,21,-1991,72455,2011.2,-1
